epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,1316.94,0.12952,0.12227,0.77217,0.99981,1,0.995,0.99498,0.08897,0.08706,0.7592,1.735e-05,1.735e-05,1.735e-05
190,1323.77,0.12957,0.12234,0.77131,0.99982,1,0.995,0.99499,0.08654,0.08594,0.75892,1.61125e-05,1.61125e-05,1.61125e-05
191,1351.89,0.14584,0.13576,0.7674,0.99978,1,0.995,0.99496,0.09639,0.09631,0.75757,1.4875e-05,1.4875e-05,1.4875e-05
192,1358.51,0.12879,0.12252,0.76654,0.9998,1,0.995,0.99498,0.09835,0.09826,0.75746,1.36375e-05,1.36375e-05,1.36375e-05
193,1365.23,0.12538,0.11907,0.76396,0.99979,1,0.995,0.99494,0.09999,0.09724,0.7578,1.24e-05,1.24e-05,1.24e-05
194,1371.85,0.12411,0.11727,0.76518,0.99979,1,0.995,0.99495,0.09557,0.09447,0.75758,1.11625e-05,1.11625e-05,1.11625e-05
195,1378.4,0.12134,0.11522,0.76503,0.99978,1,0.995,0.99494,0.09643,0.09345,0.75769,9.925e-06,9.925e-06,9.925e-06
196,1385.02,0.11778,0.11345,0.76414,0.99979,1,0.995,0.99498,0.09341,0.09214,0.75762,8.6875e-06,8.6875e-06,8.6875e-06
197,1391.63,0.11549,0.11137,0.76573,0.9998,1,0.995,0.99498,0.09323,0.09133,0.7576,7.45e-06,7.45e-06,7.45e-06
198,1398.26,0.11774,0.11258,0.76463,0.9998,1,0.995,0.99499,0.09083,0.09035,0.75755,6.2125e-06,6.2125e-06,6.2125e-06
199,1404.83,0.11787,0.11271,0.76679,0.9998,1,0.995,0.99498,0.09035,0.08973,0.75757,4.975e-06,4.975e-06,4.975e-06
200,1411.42,0.11598,0.11066,0.76379,0.9998,1,0.995,0.99498,0.09243,0.09073,0.75769,3.7375e-06,3.7375e-06,3.7375e-06
